,Next,Standard,294,Virtual,1,Total Errors,1,,,Manca l'ASIN,Inviato ad Amazon,,Inviato all'assistenza,,,,,
,box,Temporary,16,,,,,,,Manca lo SKU,In waiting,,Scartato,#REF!,,,,
,Box,Box Type,Picked,Shipped,LPN,Brand,Additional Info,Other Info,Product Description,Destination,Verification Request,State (Amz),Reason (Amz),Customer Notes,ASIN,SKU,FNSKU,Notes
,9,Temporary,30/08/2024,,LPNIC116185794,Pax,,,PAX Plus Complete Kit - Onyx. Vaporizador Portátil Premium para Hierbas Secas y Concentrados.,Dispose,,CUSTOMER_DAMAGED,DAMAGED_BY_CARRIER,,B0C24RHZH3,B0C24RHZH3,X0020S2QL9,
,9,Temporary,30/08/2024,,LPNHK263652758,Arizer,,,Arizer Solo 2 Carbon Schwarz Vaporizer,Dispose,,CUSTOMER_DAMAGED,NO_REASON_GIVEN,,B071GRQBQR,PU-M1M4-GA85,X001W891UH,
,10,Temporary,30/08/2024,,LPNIC104781064,Singer,,senza scat63a,Singer C430 Sewing Machine Electronic White,Dispose,,DEFECTIVE,DEFECTIVE,Defectuoso,B07X9NR6VQ,P2-IPFK-TILB,X001OC56SH,
,10,Temporary,30/08/2024,,LPNHE827935707,Singer,,,Singer Macchina da Cucire Portatile Stitch Sew Quick,Dispose,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B003BS34FG,FK-PB3S-Y1AC,X001NKJ0AP,
,10,Temporary,30/08/2024,,LPNHK287065928,Singer,,,Singer Stitch Sew Quick,Dispose,,CUSTOMER_DAMAGED,NOT_COMPATIBLE,,B003BS34FG,FK-PB3S-Y1AC,X001NKJ0AP,
,10,Temporary,30/08/2024,,LPNHK282896853,Singer,,,Singer Stitch Sew Quick,Dispose,,DEFECTIVE,NOT_COMPATIBLE,"Wurde schon benutzt, Bedienungsanleitung fehlt",B003BS34FG,FK-PB3S-Y1AC,X001NKJ0AP,
,10,Temporary,30/08/2024,,LPNHE783402982,Singer,,,Singer Freiarmnaehmaschine M1005 Weiß,Dispose,,CUSTOMER_DAMAGED,QUALITY_UNACCEPTABLE,,B096L4TCML,64-Z60Z-5VI1,X001NN7W2F,
,10,Temporary,30/08/2024,,LPNHE832582190,Singer,,,"SINGER | Ferro Da Stiro | Vaporizzatore portatile, Stiro Verticale Vapore, 1500 W, Asse da stiro, Riscaldamento in 20 Secondi, Funzione di Auto-Spegnimento, Stirella Verticale,",Dispose,,CUSTOMER_DAMAGED,QUALITY_UNACCEPTABLE,,B0BLFNJ5JL,B0BLFNJ5JL,X001Y7JKP7,
,10,Temporary,30/08/2024,,LPNHK213965276,Singer,,,"Singer 1408 Nähmaschine, Anfängerfreundlich mit 14 Voreingestellten Nähvorgängen, Automatischer 4-Takt-Ösenmaschine, Freiarm, Rückwärtstaste, Singer Nähmaschine",Dispose,,DEFECTIVE,QUALITY_UNACCEPTABLE,the fil keeps on breaking during the sewing. It does not sew if fabric is thick,B006GAU4TU,PR-MKDL-GD46,X001IC31FX,
,10,Temporary,30/08/2024,,LPNHE832309414,Singer,,,"SINGER | Ferro Da Stiro | Vaporizzatore portatile, Stiro Verticale Vapore, 1500 W, Asse da stiro, Riscaldamento in 20 Secondi, Funzione di Auto-Spegnimento, Stirella Verticale,",Dispose,,DEFECTIVE,QUALITY_UNACCEPTABLE,Non mi trovo bene,B0BLFNJ5JL,B0BLFNJ5JL,X001Y7JKP7,
,10,Temporary,30/08/2024,,LPNHE836850078,Singer,,,"SINGER | Ferro Da Stiro | Vaporizzatore portatile, Stiro Verticale Vapore, 1500 W, Asse da stiro, Riscaldamento in 20 Secondi, Funzione di Auto-Spegnimento, Stirella Verticale,",Dispose,,DEFECTIVE,NOT_COMPATIBLE,Il prodotto  è stato visibilmente usato.Ho pagato un prodotto nuovo e non usato perciò mi aspettavo un pacco integro sigillato e con un oggetto nuovo.,B0BLFNJ5JL,B0BLFNJ5JL,X001Y7JKP7,
,10,Temporary,30/08/2024,,LPNHE827648587,Singer,,,"SINGER | Ferro Da Stiro | Vaporizzatore portatile, Stiro Verticale Vapore, 1500 W, Asse da stiro, Riscaldamento in 20 Secondi, Funzione di Auto-Spegnimento, Stirella Verticale,",Dispose,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B0BLFNJ5JL,B0BLFNJ5JL,X001Y7JKP7,
,11,Temporary,30/08/2024,,LPNHK266908899,Realme,,,"realme Buds Air Pro Bluetooth Headphones,Active Noise Cancellation up to 35 dB,94ms super Low Latency,Matted Black",Dispose,,DEFECTIVE,DEFECTIVE,Meine neu erhaltenen Bluetooth Kopfhöhrer lassen sich nicht verbinden und erscheinen nicht in der Bluetooth Schaltfläche des Handys,B08MB98WLL,RK-MHFN-6C6P,X001VL24YF,
,11,Temporary,30/08/2024,,LPNRP016124319,Soundmaster,,,Soundmaster UR2045SI DAB+ und UKW-RDS Küchenunterbauradio mit Bluetooth,Dispose,,DEFECTIVE,DEFECTIVE,Kaum Empfang für bei anderen Radios sehr starke Sender.  Schrauben fehlen.,B07TBTJYST,amzn.gr.O0-KSR5-NHSE-EtKxdXMZsDmzftht-VG,X0022QNYHT,
,11,Temporary,30/08/2024,,LPNHE824984912,Fgp,,,"FGP - PROGRAMMA RIZOARTROSI night&day - Pdn-sCa dx/sx - M, Sinistra",Dispose,,DEFECTIVE,QUALITY_UNACCEPTABLE,Misura troppo grande,B00ZUEWPGI,B00ZUEWPGI,X001WPO1EL,
,11,Temporary,30/08/2024,,LPNIC115390397,Plenty,,,PLENTY Vaporizador,Dispose,,DEFECTIVE,DEFECTIVE,,B0083S18J8,BN-NRKA-P3MB,X001Z6LKFZ,
,11,Temporary,30/08/2024,,LPNHE845924767,Sauermann,,,"Sauermann si - 10 Universel l Climat tauwasser Pompe, Pompe de Condensation",Dispose,,CUSTOMER_DAMAGED,DEFECTIVE,,B00NZ3AI92,0M-NLEC-N26L,X001WUSUNT,
,11,Temporary,30/08/2024,,LPNHE834424876,Arizer,,,Arizer Solo 2 Carbon Schwarz Vaporizer,Dispose,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B071GRQBQR,PU-M1M4-GA85,X001W891UH,
,11,Temporary,30/08/2024,,LPNHK255415163,Sporlastic,,,"Sporlastic FOOT-UP Fußheberorthese Gr.1 schwarz 07810, 500 g",Dispose,,DEFECTIVE,NOT_COMPATIBLE,Keine Dehnung möglich.,B002KKG87W,EX-TEGV-CCB0,X001WP34PD,
,11,Temporary,30/08/2024,,LPNRP014374269,Kerbl,,,"Kerbl - Kit de lámpara de rayos infrarrojos calefactora de 250 W + reflector portalámparas con rejilla de protección, cadena para la fijación y cable de 2,5 m",Dispose,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B093CHJ7QC,MJ-RZWI-NV9N,X001CZZR71,
,11,Temporary,30/08/2024,,LPNHE837635788,Lian Li,,,"Lian-Li Strimer Plus V2 24-Pin RGB cavo per scheda madre, (PW24-PV2 NERO)",Dispose,,DEFECTIVE,DEFECTIVE,la porta micro usb e&#39; arrivata rotta,B09ZPJDFJ2,WR-OQVV-RHN9,X001VS1LUB,
,11,Temporary,30/08/2024,,LPNHE850359917,Blaupunkt,,,"Blaupunkt BPA1119BT Autoradio 1 DIN, Bluetooth, USB, Noir",Dispose,,DEFECTIVE,DEFECTIVE,Poste ne fonctionne pas / alimentation vérifie et câblage avec prise spécifique contrôlé,B07XQWP36F,JM-TOG4-JIT5,X001YY0A4P,
,11,Temporary,30/08/2024,,LPNRP022726826,Blaupunkt,,,"ROTEN Shouldfix II Tutore Spalla e Braccio Con Immobilizzatore e tasca gomito rimovibile, Destro e Sinistro , per Spalla Lussata, Fratture Omero",Dispose,,DEFECTIVE,QUALITY_UNACCEPTABLE,Da molto fastidio quando indossato,B00ZLOSTDU,WN-Y6CO-E86B,X001JHJFBL,
,11,Temporary,30/08/2024,,LPNHE822685070,Roten,,,Trépied Mobile Xiaomi 1163600039,Dispose,,DEFECTIVE,DAMAGED_BY_FC,Fuß defekt,B07DF9LCZT,UJ-4TOM-RRF6,B07DF9LCZT,
,11,Temporary,30/08/2024,,LPNIC115257292,Sporlastic,,,"Sporlastic Foot-up 03549318 - Órtesis de pie (talla 2, 500 g), color negro",Dispose,,DEFECTIVE,MISSING_PARTS,falta una pieza,B002KKO0Q8,OA-5S6V-K1W8,X001WP34XP,
,11,Temporary,30/08/2024,,LPNA051040484,Orno,,,ORNO OR-ZS-850 Tastiera Apriporta Simmetrica Bluetooth Smart IP44 Aperto via PIN e tramite l'applicazione,Dispose,,CUSTOMER_DAMAGED,MISSING_PARTS,,B089MCC5R4,YE-OWHR-XZ5W,B089MCC5R4,
,11,Temporary,30/08/2024,,LPNHK292974371,Reflecta,,,"Reflecta x66-Scan, 64560",Dispose,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B096N1YH89,G0-PDD6-3O5D,X001Y7BFEB,
,11,Temporary,30/08/2024,,LPNHE837504599,Bauerfeind,,,"BAUERFEIND Bendaggio a gomito, EpiTrain, titano, taglia 2",Dispose,,CUSTOMER_DAMAGED,QUALITY_UNACCEPTABLE,,B088MD1HYB,B088MD1HYB,X0021IZHMX,
,11,Temporary,30/08/2024,,LPNHK240693377,Soundmaster,,,Soundmaster IR1500SI Internetradio DAB+ Digitalradio Netzwerkplayer UPNP Bluetooth Küchenunterbauradio Unterbauradio,Dispose,,CUSTOMER_DAMAGED,QUALITY_UNACCEPTABLE,,B0BVWJRBBH,44-RSAL-YRVV,X001VFEHGT,
,11,Temporary,30/08/2024,,LPNHE836845514,Coolpharma,,,"COLPHARMA MAGNETOCARE, Apparecchio Magnetoterapia, Magnetoterapia ad Alta Intensità, Magnetoterapia Bassa Frequenza o Alta Frequenza, 2 Canali 20 Programmi Intensità Regolabile",Dispose,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B07LG4QT24,J9-VZOT-2OD0,X001TDI7EL,
,11,Temporary,30/08/2024,,LPNHE862893990,Storz & Bickel,,,Storz & Bickel Volcano Classic Vaporizzatore,Dispose,,CUSTOMER_DAMAGED,DEFECTIVE,,B075FB8V4S,M5-8FWD-JRXF,X00203FBKR,
,11,Temporary,30/08/2024,,LPNHE826375405,Focal,,,"Focal 1 kit 2 Voies Auditor ASE-165 ASE165 6.5"" 165 mm 16.5 cm 60 Watt rms 120 Watt Max avec 2 woofers 2 tweeters 2 Crossover 4 ohm Voiture, la Paire",Dispose,,CUSTOMER_DAMAGED,DAMAGED_BY_CARRIER,,B09SBPXVBQ,amzn.gr.IC-ZFNM-1MHO-6AfC9-6CeXwMjowU-LN,X0021NDG5N,
,11,Temporary,30/08/2024,,N.A.,Asrock,,asrock,-,Dispose,,-,-,-,-,-,-,
,11,Temporary,30/08/2024,,N.A.,Lowrance,,lowrance,lowrance,Dispose,,-,-,-,-,-,-,
,11,Temporary,30/08/2024,,N.A.,,,,,Dispose,,-,-,-,-,-,-,
,11,Temporary,30/08/2024,,LPNHK246499688,Focal,,,"Focal 1 kit 2 Wege Auditor ASE-165 ASE165 6,5"" 165 mm 16,5 cm 60 watt rms 120 watt max mit 2 tieftönern 2 hochtönern 2 Crossover 4 ohm spl, EIN Paar",Dispose,,CUSTOMER_DAMAGED,QUALITY_UNACCEPTABLE,,B09SBPXVBQ,IC-ZFNM-1MHO,X001ZQIZSP,
,11,Temporary,30/08/2024,,LPNHE838175921,Clean Hands,,,"Clean Hands - Kit de gants hygiéniques professionnels avec aimant pour la manipulation des aliments, du pain, de la viande et du poisson",Dispose,,DEFECTIVE,MISSING_PARTS,Un bracelet manquant,B08CTDW96M,B7-RFVS-TQZH,X0017DQTU7,
,11,Temporary,30/08/2024,,LPNHK190053712,Tellur,,,"TELLUR VOX 155 Headset Bluetooth Handy, Headset für Handys USB-C, Multipoint-Zwei verbundene Geräte gleichzeitig, 360° Drehung des rechten oder linken Ohrs, IOS, Android und Computer",Dispose,,DEFECTIVE,DEFECTIVE,,B0CBCF3MKM,DK-NF8Y-H701,X001WXUOE9,
,11,Temporary,30/08/2024,,LPNHK194394251,Kerbl,,,"Kerbl - Set mit Infrarotstrahlen, 250 W, Reflektorhalterung mit Schutzgitter, Kette zur Befestigung und Kabel 2,5 m",Dispose,,CUSTOMER_DAMAGED,NOT_COMPATIBLE,,B093CHJ7QC,MJ-RZWI-NV9N,X001CZZR71,
,11,Temporary,30/08/2024,,LPNHK281687003,,,,"Si-83 Pack 1 - Kondensatpumpe 700 l/h für Klimaanlagen, Heizungen, Luftentfeuchter uvm.",Dispose,,DEFECTIVE,DEFECTIVE,Funktioniert nicht,B08BX4WZXH,CL-2JLB-RRPL,X001X0VOZT,
,11,Temporary,30/08/2024,,LPNHE784720117,Globus,,,"Globus | Duo Tens, Elettrostimolatore Muscolare a 2 Canali, 20 Programmi per i Trattamento dei più Comuni Sintomi Dolorosi",Dispose,,DEFECTIVE,DEFECTIVE,"Ho provato ad accenderlo ma non si accende , va solo uno dei 2 articoli che ho acquistato, lo schermo si illumina solo quando inserisco il caricatore è da segno di caricamento, ma poi non si accende.",B00HZO5BDA,FP-NKIZ-IQG4,X001O6ZFD9,
,11,Temporary,30/08/2024,,N.A.,Rotchlicht,,rotchlicht,,Dispose,,-,-,-,-,-,-,
,11,Temporary,30/08/2024,,N.A.,Soundmaster,,soundmaster,fur6005,Dispose,,-,-,-,-,-,-,
,11,Temporary,30/08/2024,,N.A.,,,,fucile,Dispose,,-,-,-,-,-,-,
,11,Temporary,30/08/2024,,LPNHE863958916,Garmin,,,"Garmin 010 - 01870 - 01, Fishfinder, Striker Plus 4 Chirp",Dispose,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B077K3B5PZ,3H-TULY-0WAJ,X0022OCFZD,
,11,Temporary,30/08/2024,,LPNIC109386839,Soundmaster,,,Soundmaster IR6500SW Radio Internet Dab+ y FM Bluetooth,Dispose,,DEFECTIVE,QUALITY_UNACCEPTABLE,,B09NK96MRY,CI-Y7AH-8EWR,X001VFHAV3,
,11,Temporary,30/08/2024,,LPNIC109493639,Arizer,,,Arizer Solo 2,Dispose,,DEFECTIVE,DEFECTIVE,"the product was used previously - IT IS NOT NEW. the pipes are dirty, the box dirty - terrible.",B071GRQBQR,PU-M1M4-GA85,X001W891UH,
,11,Temporary,30/08/2024,,LPNHK266112701,Sony,,,"Sony XAV-AX3250ANT inkl. DAB+ Antenne | Media Receiver 7 Zoll Touchscreen, CarPlay, Android Auto, Weblink 2.0, Bluetooth, A/V Eingang",Dispose,,CUSTOMER_DAMAGED,NO_REASON_GIVEN,,B09LMDVCGT,1H-TD0G-7BQT,X001Z4XMPN,
,163,Standard,30/08/2024,,na,Roten,,senza scatola X,airstrong,Dispose,,-,-,-,-,-,-,
,12,Temporary,30/08/2024,,LPNHE807488163,Fgp,,,FGP - M. STEP® - Tutore bivalve per caviglia (mod. Standard),Dispose,,DEFECTIVE,NOT_COMPATIBLE,La conchiglia non è compatibile con la conformazione del malleolo,B0100Y8AMA,B0100Y8AMA,X001WPI9KX,
,12,Temporary,30/08/2024,,LPNRP002441154,,,,"Cartellatrice Elettrica a Batteria, Cartellatrice Per Condizionamento, Cartellatrice Per Tubi in Rame, Ø 1/4″, 3/8″, 1/2″, 5/8″, 3/4″",Dispose,,DEFECTIVE,NOT_COMPATIBLE,Non fa delle cartelle adeguate,B08V1QM21Q,ZO-HX1U-Z6RD,X001YNXC9V,
,12,Temporary,30/08/2024,,LPNIC107319622,Asrock,,,"Asrock H310CM-DVS S.1151 M, D-Sub/DVI DDR4",Dispose,,DEFECTIVE,DEFECTIVE,Falta placa trasera,B07G6MP3LC,44-421Q-FGJ5,X001VT0G8N,
,12,Temporary,30/08/2024,,LPNRP015539668,Soundmaster,,,Soundmaster FUR6005 Funkgesteuertes Uhrenradio mit Projektion Infarot-Sensor IR-Sensor Funkuhr Funkwecker Projektionswecker,Dispose,,DEFECTIVE,DEFECTIVE,Programmieren von Radiosendern und Weckzeit nur gelegentlich möglich. Digitalsnzeige Projektionslampe fehlerhaft.,B00KMM4TQW,amzn.gr.v2.lRRUdg6XIb5c_72ulIHJ1rPKGyE,X00219MQDF,
,12,Temporary,30/08/2024,,LPNHE818153155,Kerbl,,,"Kerbl Kit lampe à rayons infrarouge chauffants 250 W + réflecteur porte-lampe avec grille de protection, chaîne de fixation et câble de 2,5 m",Dispose,,CUSTOMER_DAMAGED,DEFECTIVE,,B093CHJ7QC,MJ-RZWI-NV9N,X001CZZR71,
,12,Temporary,30/08/2024,,N.A.,Tecnocamp,,,,Dispose,,-,-,-,-,-,-,
,12,Temporary,30/08/2024,,LPNRP023375573,Osculati,,,"Osculati Kunststoff Inspektionsluke - 380mmx280mm - erhältlich in den Farben Creme, schwarz oder grau, Farbe:schwarz",Dispose,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B00U2284PO,N1-SIDF-4UK2,X001CM93ZB,
,12,Temporary,30/08/2024,,LPNHE825806951,Speedbox,,,"Speedbox 3.0 für Bosch // eBike Tuning Chip auch für Bosch Motoren der 2.,3.,4. Generation inkl. Kurbelabzieher.",Dispose,,DEFECTIVE,DEFECTIVE,Speedbox funktioniert nicht.,B083XWBG2M,amzn.gr.GN-1WY0-J7NH-4f-IBgCiXjkx7k87-LN,X001ZBM7WP,
,12,Temporary,30/08/2024,,LPNHK212908338,Aprimatic,,,Aprimatic ST450N - Linearantrieb 12v 230v Endschalter 300mm - für Schiebe - Projektions - und Oberlichter - Silber,Dispose,,DEFECTIVE,DAMAGED_BY_FC,"Die oberen Plastik Verkleidung ist gebrochen und ein Stück ist rausgebrochen. War aber nicht im Karton, wurde also schon defekt verschickt. Der Karton des Antriebs hatte Beschädigungen.",B07DL534TZ,PX-68FA-L93L,X001US0DSD,
,12,Temporary,30/08/2024,,LPNHE836785465,Lowrance,,,Lowrance Fischfinder Hook2 4Xgps,Dispose,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B0773LN6BW,5K-SSBW-N7DW,X0020U2RBL,
,12,Temporary,30/08/2024,,LPNHE841385796,Blaupunkt,,,"Blaupunkt Valencia 200 DAB BT | DAB+, Bluetooth, RDS Tuner, Freisprecheinrichtung, USB, Aux-In",Dispose,,DEFECTIVE,DEFECTIVE,Radio ist defekt. Geld zurück!,B08S7JHLJQ,W0-H6UD-YT3F,X001YY6UL7,
,12,Temporary,30/08/2024,,LPNRP018323270,Soundmaster,,,Soundmaster DAB60WE DAB+ UKW Bluetooth Badradio Steckdosenradio mit Bewegungsmelder und eingebautem Akku,Dispose,,DEFECTIVE,DEFECTIVE,,B09779BFMM,OC-7PYA-CBVM,X001V60JSN,
,12,Temporary,30/08/2024,,LPNIC117592335,Mighty,,,MIGHTY Vaporizador,Dispose,,DEFECTIVE,QUALITY_UNACCEPTABLE,La batería no carga bien,B00P2K1UQ6,D9-JK9S-5MYF,X001WJ3KRV,
,12,Temporary,30/08/2024,,LPNHK286896908,Reflecta,,,"Reflecta x33-Scan Dia-Scanner, 64530",Dispose,,DEFECTIVE,DEFECTIVE,"Dieser Artikel wurde schon mal zurückgeschickt ! Die CD Karte neu funktioniert nicht, das Gerät erkennt die Speicherkarte nicht !",B083XGW4DC,amzn.gr.VX-7RH8-R2HG-SocHy1RrZyFhxtyK-VG,X001Y74HOV,
,163,Standard,30/08/2024,,LPNHK109087372,,,,RO+Ten | Equal 450 | Attelle à bottine rigide basse | Chaussures orthopédiques pour femme et homme | Attelage de cheville | Sangle de fixation (S),Dispose,,CUSTOMER_DAMAGED,NOT_COMPATIBLE,,B0BR8681CL,QA-45A3-X3EZ,X001P1CPY5,
,13,Temporary,30/08/2024,,LPNHK104582074,Singer,,,"SINGER Heavy Duty 4411 - Machine à Coudre Électrique, en Acier inoxydable, Gris",Dispose,,DEFECTIVE,DEFECTIVE,,B003VWXZKG,6A-VZX3-JZXW,X001NNHOFZ,
1,13,Temporary,30/08/2024,,LPNHL982404908,Singer,,,"SINGER SWP.02C2E pionowe urz?dzenie do prasowania, czarne, zbiornik 2,5 l, 1500 W, czas parowania 90 minut, M",Dispose,,DEFECTIVE,DEFECTIVE,,B088PBVZD4,2M-64E8-2E68,X001MW3BG3,
,13,Temporary,30/08/2024,,LPNHK113513769,Singer,,,"SINGER 4423 naaimachine, grijs",Dispose,,DEFECTIVE,DEFECTIVE,"The manuals.singer.com page, the 6th picture, when you press the button in the direction of the arrow, the lid opens, but when l press the button in the direction of the arrow, the lid does not open.",B003VWXZQ0,3C-V4CQ-XUOA,X001LQGG5D,
,14,Temporary,30/08/2024,,LPNHL963221973,Singer,,,"SINGER Quantum Stylist 9960 Computerized Portable Sewing Machine with 600-Stitches Electronic Auto Pilot Mode, Extension Table and Bonus Accessories,",Dispose,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B004RDH7Y8,NN-G3XC-UP7X,X001TL3JUF,
,14,Temporary,30/08/2024,,LPNHK213224904,Singer,,,"Singer ESP260T.01e Bügelmaschine - 1750W Leistung, Dampfbügelpresse mit 5 Bügelprogrammen Display, 45 Sekunden Heizzeit, Heizplatte, 800 ml Tank, Temperatureinstellung, Auto Abschaltung",Dispose,,DEFECTIVE,MISSING_PARTS,"Wassertank fehlt Temperatur geht zu hoch , Beschreibung fehlt Artikel beschädigt",B088CYM5CP,amzn.gr.F7-J235-PKFF-7DqBTX1kHW5hNkjG-VG,X0021MCLUZ,
,14,Temporary,30/08/2024,,LPNHK213169701,Singer,,,"Singer ESP260T.01e Bügelmaschine - 1750W Leistung, Dampfbügelpresse mit 5 Bügelprogrammen Display, 45 Sekunden Heizzeit, Heizplatte, 800 ml Tank, Temperatureinstellung, Auto Abschaltung",Dispose,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B088CYM5CP,F7-J235-PKFF,X001LQJJ75,
,14,Temporary,30/08/2024,,LPNHE836340431,,,,-,Dispose,,-,-,-,-,-,-,
,13,Temporary,30/08/2024,,LPNHK193041468,Singer,,,"SINGER Quantum Stylist 9960 Computerized Portable Sewing Machine with 600-Stitches Electronic Auto Pilot Mode, Extension Table and Bonus Accessories,",Dispose,,CUSTOMER_DAMAGED,MISSING_PARTS,,B004RDH7Y8,5X-BEI1-ICIL,X001NNDNT1,
,15,Temporary,30/08/2024,,LPNHL960774482,Singer,,,VSM Singer Heavy Duty 6605C,Dispose,,CUSTOMER_DAMAGED,DEFECTIVE,,B08YZ37N3G,QH-A30P-2G05,X001PXORT9,
,15,Temporary,30/08/2024,,LPNHL960653921,Singer,,,"SINGER 9960 Näh- und Quiltmaschine mit Zubehör-Set, Anschiebetisch, 600 Stiche, elektronischer Auto-Pilotmodus",Dispose,,DEFECTIVE,DEFECTIVE,,B004RDH7Y8,5X-BEI1-ICIL,X001NNDNT1,
,15,Temporary,30/08/2024,,LPNIC104754111,Singer,,,"Singer 230246102 M1005 - Máquina de coser con brazo libre, color blanco",Dispose,,DEFECTIVE,DEFECTIVE,,B096L4TCML,64-Z60Z-5VI1,X001NN7W2F,
,4,Temporary,30/08/2024,,LPNHE837500003,Speedbox,,,"Speedbox 3.0 per Motore Bosch Active, Performance/CX",Dispose,,DEFECTIVE,DEFECTIVE,,B083SDYG86,CU-DLOY-JMX6,X001EZC8A3,
,4,Temporary,30/08/2024,,LPNHE843465353,,,,-,Dispose,,-,-,-,-,-,-,
,4,Temporary,30/08/2024,,N.A.,,,,harry potter,Dispose,,-,-,-,-,-,-,
,293,Standard,30/08/2024,,LPNHE836823543,Storz & Bickel,,,VOLCANO HYBRID Vaporizzatore,Dispose,,DEFECTIVE,QUALITY_UNACCEPTABLE,"Il vapore prodotto mi fa tossire peggio del fumo di una sigaretta; ho preso questo prodotto convinto che fosse piu salutare del fumo, ma dopo averlo provato ho i miei dubbi",B07T9T4Z7J,CG-MPBV-22ZE,X00203ARFL,
,259,Standard,30/08/2024,,LPNHK272314088,,,,"SINGER Heavy Duty - Máquina de coser (Gris, Máquina de coser automática, Costura, 1 paso, Variable, Variable)",Dispose,,DEFECTIVE,DEFECTIVE,"Mientras la probaba el primer dia, parece que la aguja y la canilla se han desincronizado y estan fuera de tiempo, la aguja no coge el hilo de la bobina.",B003VWXZQ0,3C-V4CQ-XUOA,X001LQGG5D,
,15,Temporary,09/09/2024,,LPNHK212377037,Singer,,,"Singer Nähmaschine 1409 für Anfänger - 15 Nähvorgänge, 4-Stufen-Öse, Stichlängeneinstellung und einstellbare Zick-Zack-Breite, Rückwärtshebel, Freiarm, inklusive Softcover - Singer Nähmaschine",Dispose,,DEFECTIVE,DAMAGED_BY_FC,Zubehör fehlt. Deutsche Beschreibung fehlz,B008F8C8AE,4F-37Q6-BGEZ,X001ISGBA9,
,15,Temporary,09/09/2024,,LPNHK213304235,Singer,,,"Singer Nähmaschine 1409 für Anfänger - 15 Nähvorgänge, 4-Stufen-Öse, Stichlängeneinstellung und einstellbare Zick-Zack-Breite, Rückwärtshebel, Freiarm, inklusive Softcover - Singer Nähmaschine",Dispose,,DEFECTIVE,DEFECTIVE,,B008F8C8AE,4F-37Q6-BGEZ,X001ISGBA9,
,273,Standard,09/09/2024,,LPNIC114838554,Tellur,,,"TELLUR Smart Termostato Calefaccion WiFi Alexa, Programable, Control Remoto por App y Voz, Seguridad Infantil, Compatible con Alexa, Google y Siri Shortcuts, Protección Frost, 4 Programas Diarios",Dispose,,DEFECTIVE,DEFECTIVE,,B08B187VLH,L1-N19Z-3F5B,B08B187VLH,
,15,Temporary,09/09/2024,,LPNHK213376658,,,,"Singer Sänger 1409 15 Punkte Nähmaschine (Sortierte Farben), 22 x 41 x 35 cm",Dispose,,DEFECTIVE,DEFECTIVE,,B008F8C8AE,4F-37Q6-BGEZ,X001ISGBA9,
,7,Temporary,09/09/2024,,N.A.,Xiaomi,,,robot xiaomi nero mop 2 ultra,Dispose,,-,-,-,-,-,-,
,7,Temporary,09/09/2024,,LPNHK212070852,Singer,,,"Singer 2250, Weiß, 43 x 22 x 35,2 cm 6 Kg",Dispose,,DEFECTIVE,DEFECTIVE,,B001CBZB5K,3L-T8Y8-IJXL,X001LPXS87,
,7,Temporary,09/09/2024,,LPNHK105285563,Singer,,,"Singer Nähmaschine, Weiss, 1 1408",Dispose,,DEFECTIVE,DEFECTIVE,,B006GAU4TU,PR-MKDL-GD46,X001IC31FX,
,7,Temporary,09/09/2024,,LPNHK211046015,Singer,,,"Singer 1408 Nähmaschine, Anfängerfreundlich mit 14 Voreingestellten Nähvorgängen, Automatischer 4-Takt-Ösenmaschine, Freiarm, Rückwärtstaste, Singer Nähmaschine",Dispose,,DEFECTIVE,DAMAGED_BY_FC,"Die Nadel ist abgebrochen und der abgebrochene teil hat sich so in der Fassung verkeilt, dass er nicht mehr raus zu bekommen ist.",B006GAU4TU,amzn.gr.PR-MKDL-GD46-hm-RJML3GO9O8esW-VG,X001IC31FX,
,7,Temporary,09/09/2024,,LPNHK109662426,Singer,,,"Singer Nähmaschine, Weiss, 1 1408",Dispose,,DEFECTIVE,DEFECTIVE,"Die Maschiene näht nicht, die Nadel wird sofort beim Starten verbogen.",B006GAU4TU,PR-MKDL-GD46,X001IC31FX,
,7,Temporary,09/09/2024,,LPNHK212134171,Singer,,,"Singer Nähmaschine, Weiss, 1 1408",Dispose,,DEFECTIVE,DEFECTIVE,Nadel lässt sich nicht arretieren. Gerät macht ungewöhnliche laute Geräusche.,B006GAU4TU,PR-MKDL-GD46,X001IC31FX,
,7,Virtual,09/09/2024,,LPNHK105696352,Minelab,,usato X,Minelab® GO-FIND 44TM Metalldetektor,Dispose,,DEFECTIVE,QUALITY_UNACCEPTABLE,Der Artikel ist Defekt. Das hat mir auch ein anderer Anbieter dieses Gerätes auf ein Defekt hingewiesen und mir denn Versand verweigert.,B079Z43X45,ZD-BNSB-D7OK,X001Y0HC9F,
